utterance,label
Wow!,1
I know! My grandmother’s gonna see this!,1
Grandma’s gonna have to get in line.,1
Oh please! It was such a big class! You never even noticed me!,1
"What? Of course I did! You uh, you sat next to Sleepy Sleeperson.",1
Who?,0
"Oh uh, I had trouble remembering everyone’s name, so I-I kinda came up with nicknames.",0
Like the guy on the other side of you was Smelly von Brownshirt.,0
"Oh yeah. So umm, did you have a nickname for me?",0
"Umm, no. No.",0
Yes you did! What was it?,1
"Umm, it’s Cutie McPretty.",0
Ohh that’s so sweet!,1
"Listen, I gotta tell ya, I-I’m having a great time!",1
"Y’know how before you said it might be weird, the whole student teacher thing, and to be frank I thought it would be too, but it’s not.",1
I mean it’s not at all.,0
Dr. Geller!,1
Burt!,1
"Okay, so we got some more good rejections, lots of stuff to work on.",0
"Okay, shoot.",0
"Okay, um, oh, the zoo commercial.",0
I didn't get it?,0
"No. They said you 'Weren't believable as a human being.' So, you can work on that.",1
"Okay, what else?",0
"Um, the off-Broadway play people said 'You were pretty but dumb.'",0
Oh.,2
"Oh no wait, I'm sorry, that's 'pretty dumb.'",0
Hey.,0
How's the maniac?,0
"Oh, well he's yummy. We did a little kissin'.",1
"Phoebe, what are you doing?",2
"Oh, no, no, no, no. You know what, he's not into that stuff anymore. He quit for me.",0
"Pheebs, this guy has been obsessed with your sister, for God knows how long, okay, you don't just give up something like that.",2
"Look, he gave me his night vision goggles and everything.",1
You're taking the word of a guy who has night vision goggles?,2
"What, he's not still following her. Do you think he is still following her?",1
"Pheebs, wake up and smell the restraining order.",2
What are you saying I should do?,0
"I think, that if you really like this guy, you should just trust him.",0
"Thank you, Monica.",1
"Orrr, you could follow him and see where he goes.",0
"Oh, that's what I would do, forget mine.",1
Hey guys check it out! My mom sent me the paper!,1
"Ooh, let’s see it!",1
She’s not crazy is she?,2
No.,0
"So uh, how you doin’?",0
There he is!,1
There’s our star!,1
"So, so, what’d ya think?",0
Almost as good as that play with the two naked girls on the see-saw.,1
I-I wasn’t in that.,2
"Wow, I have the spirit of an old Indian women living in mine.",0
So then you know?,1
"The mailman was downstairs, so I brought up your mail.",0
"Oh, good. Thanks.",0
Now what is Fabutec?,0
"Okay, all right don’t judge me to much.",2
Okay?,0
"Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop.",0
"But there was this stuff on leg waxing, it just, it looked so amazing....",1
"Oh, it’s incredible! I so want to be a Waxine girl.",1
I know!!,1
God. Do think it really doesn’t hurt? ‘Cause how can they do that?,2
Hello! Organic substances recently discovered in the depths of the rain forest!,1
They have the best stuff in there.,0
"Comin' through. Move, move.",2
"Oh, 'scuse me. I was kinda using that machine.",1
"Yeah, well, now you're kinda not.",2
But I saved it. I put my basket on top.,2
"Oh, I'm sorry, is that your basket? It's really pretty. Unfortunately, I don't see suds.",2
What?,2
"No suds, no save. Ok?",2
What's goin' on?,0
"Hi, uh, nothing. That horrible woman just took my machine.",2
Was your basket on top?,0
"Yeah, but, there were no suds.",0
So?,0
"Well, you know, no suds, no save.",0
"No suds? Excuse me, hold on a second.  That's my friend's machine.",2
"Hey, hey, hey, her stuff wasn't in it.",0
"Hey, hey, hey, that's not the rule and you know it.",2
Cause it's good money! But that doesn't change the fact that    this is an evil blood sucking corporate machine!,2
"Well, I think this is a great place to work!",1
"Ok, are they listening?",2
Varrrrrroom!,1
Hey!,1
Watch it lady!,2
Varrrrrrrrrrom!,1
Hey-hey good lookin’!,1
Varrrrrrrrroom.,1
"All right, I’ll leave.",2
My bed’s so boring.,2
Ross do you realise this is the first time in my life I’m doing something I actually care about.,2
This is the first time in my life I’m doing something that I’m actually good at.,2
I mean.,0
if you don’t get that...,2
"No, hey, I get that, okay, I get that big time.",2
"And I’m happy for ya, but I’m tired of having a relationship with your answering machine!",2
"Okay, I don’t know what to do anymore.",2
Well neither do I!,1
Hey!,2
"I’m sorry I’m late, did I miss anything?",0
Joey stuffing 15,0
15?  Your personal best! (Ross takes an,1
Where were you?,0
"Oh, on a date. Yeah, I met this girl on the train going to a museum upstate.",0
"Oh, yeah! How did you meet her?",1
"Oh, which museum?",0
"No, answer his.",0
"Okay, it was just me and her at the back of the train, and I sat near the door, so she’d have to pass by me if she wanted to switch cars.",1
She was totally at my mercy.,1
Were you so late because you were burring this woman?,2
"No, I’m getting back down ‘cause she lives in Poughkeepsie.",0
"She seems really great, but she’s like totally great, but she lives two and a half hours away.",1
How can she be great if she’s from Poughkeepsie?  That joke would’ve killed in Albany.,2
"Done! I did it! Heh, who’s stupid now?",1
"No, there is no way! It can",1
Why is your family,0
He cannot play at our wedding!,2
I mean everyone will leave!,2
"I mean come on, that is just noise!",2
It’s not even a song!,2
"If you listen very carefully, I think its",0
"Oh, I want to look too! . Yikes!",1
"So do you think that these pictures—Are, are they trying to tell a story?",0
"Oh, yeah, sure.",0
"I mean, like in the case of this young woman, she has lost her clothes, so she rides naked on the horse, she’s crying out, ‘Where are they, where are they?’",0
"Well, she’s not going to find them lying in the grass like that.",0
"Oh, yeah. Aw, remember the days when you used to go out to the barn, lift up your shirt, and bend over?",1
Yeah.,0
"You see, now, I would date this girl.",0
"She’s cute, she’s outdoorsy, you know, and she knows how to build a fire.",0
"I mean, that’s got to come in handy",0
"Okay, I’ve got a question. If you had to pick one of us to date, who would it be?",0
I don’t know.,0
Me neither.,0
Rachel.,0
What?!,2
I don’t know.  Me neither.,0
"Look, I wanted to tell I’m-I’m sorry you lost.",2
"Listen, I’ve got a secret for ya. I let him win.",0
Is that a secret or a lie.,2
"No, I let him win—Ross!",0
Yeah?,1
Would you tell her I let you win please?,2
Oh. Yeah.  Uh Chandler,0
I am strong! I’ll show you!,2
Chandler please!,2
Oh what’s the matter? Are you scared?,2
Let’s go big bunny!,2
Okay. 1…2…3—Go!   I’m gonna kill myself!,0
"Hey Ross, is uh, is Staten Island really an island?",0
"Uh-huh, that's why they call it Staten",1
Ohhh. I thought it was like Long Island.,1
Also an island.,0
"Hey, what time is it?",0
2:17.,0
"Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?",1
Are you serious?!,1
Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it.,0
Wow! We are pretty good at this! Hey! We totally forgot about lunch!,1
"Oh, I-I, I think that's the first time I ever missed a meal!  Yeah, my pants are a little loose!",2
"Hey, you guys",0
Hey!,1
Who is it?,0
It’s Phoebe! Phoebe!,1
Hey!,1
Oh God. So-so you’re making porn movies.,2
No I’m not.,2
You’re making one right now!,2
And-,0
"Yeah, can I help you with something?",0
"Look, I’m talking right now! You’re—you mean her.",1
"Y’know, twin stuff is always a real big seller.",0
What?!,2
"Yeah, I can talk them into giving you like, 30 dollars.",0
No!!,2
And stop using my name!,2
And shame on you!,2
And shame on all of you!,2
You’re disgusting!,2
Especially you  with that!,2
Hey!,1
Hi Pheebs!,1
Are you moving out?,0
"No, these aren't all my suitcases.  This one's Paolo's.",0
"Um, um, Rachel can we talk for a sec?",0
"Well, sure...just a sec, though, 'cause Paolo's on his way over.",0
"Oh!  Ok, um, ok, um,",2
"Oh, Pheebs, Pheebs...",1
"Ok, um,  we haven't known each other for that long a time, and, um, there are three things that you should know about me.",0
"One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world.",0
"Ok, thanks Pheebs  Oh my God, why have I never tasted these before?!",1
"Oh, I don't make them a lot because I don't think it's fair to the other cookies",0
"All right, well, you're right, these are the best oatmeal cookies I've ever had.",1
Which proves that I never lie.,0
I guess you don't.,0
Paolo made a pass at me.,2
"I’m so sorry. Please, stop freaking out.",2
I’m not freaking out.,0
Why would I be freaking out?,0
"A woman named Heldi called and said we were getting married, but that happens everyday.",0
"Honey, we were at this beautiful place, and I-I-I just put our names down for fun!",2
"I mean, what’s the harm in that?",0
Right here!,2
"Chandler, please don’t think I was trying to pressure you. Phoebe and Rachel",2
Phoebe and Rachel!,2
"So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!",2
"It was a mistake. Please don’t take this to mean anything, because it doesn’t.",2
Okay.,0
Really?,1
"Yes, if it really doesn’t mean anything, because you know that I’m just not ready",0
I know! I know.,0
Okay.,0
I’m gonna go tell Joey that  that you’re back. I was really worried about you.,2
"Hey, did she buy it?",0
Totally.,0
So did Heldi show you the place?,0
"Yeah, it’s beautiful.",0
I can’t believe you’re gonna ask Monica to marry you!,1
I know.,0
"Okay look, I have an idea.",0
"Why don’t we, why don’t we see what kind of number he has on his speed dial, and then from that we can tell who has more in common with him.",0
And then whoever does gets the phone.,0
"All right, first name on the speed dial is mom.",0
"Ohh, I lost my mom to suicide.",2
"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",2
Did I use that already today? I’m sorry.,2
Joe.,0
"Oh, I win! He’s got",1
So you don’t know that’s,0
His new girlfriend!,2
I can’t believe this. Do you think that your parents could help pay for it?,2
"I don’t know, my mother spent most of her money on her fourth wedding.",2
She’s saving the rest for her divorce.,2
And any extra cash my father has he saves for his yearly trips to,0
Well what happened at dinner?,0
My parents spent the money for our wedding!,2
My God! What did you order?!,2
"Wait, but there’s no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",2
"Honey, it’s gonna be okay.",0
No! No it’s not! It’s not gonna be okay! It sucks! No swing band! No lilies!,2
"No, y’know what?",0
It’s gonna be okay.,0
I mean you don’t have to have this rustic Italian feast.,0
Y’know?,0
"And-and you don’t need, you don’t need this custom-made, empire-waisted, duchess, satin gown; you can wear off the rack.",0
"Dr. Geller, there’s a seat over here.",0
"Thank you, Dr. Phillips, but I’m having my lunch at this table, here in the middle.",0
"I’m having lunch right here, with my good friend Joey, if he’ll sit with me.",0
I will sit with you Dr. Geller.,0
"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",0
"Now, I look around this cafeteria, and y’know what I see, I see-I see division.",2
"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",2
"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",0
I’m Ross!,1
"I’m divorced, and I have a kid!",1
I’m Joey! I’m an actor! I don’t know squat about dinosaurs!,1
"I’m Ted, and I just moved here a month ago, and New York really scares me.",2
"All right, there you go!",1
"Yeah, you hang in there Teddy!",2
"I’m Andrew, and I didn’t pay for this pear.",0
"Okay, good-good for you.",1
"I’m Rhonda,  and these aren’t real!",0
"Wow, Rhonda.",1
I’m Scott.,0
"Yeah, okay, Scott!",0
And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,2
So thanks for the warm welcome.,0
"It’s good to have you guys on my team, and I come to play.",1
I hope you do too.,0
"Now, let’s go out there and get ‘em!",1
"And remember, there is no ‘I’ in team.",0
